setup_id,month,room_name,device_name,watts,hours,quantity,monthly_kwh,monthly_bill,cost_per_kwh,daily_wh,usage_level,season,is_heavy_appliance
427,Oct,n/a,WASHING MACHINE,482.0,1.1,1.0,15.91,127.25,8.0,530.2,low,Autumn,True
393,Apr,Living Room,ac,1921.0,4.8,3.0,829.87,6638.98,8.0,27662.4,HIGH,Spring,True
652,Jan,Living Room,AC,1183.0,4.1,1.0,145.51,1164.07,8.0,4850.3,High,Winter,True
253,مجهول, Kitchen  ,Microwave,946.0,0.1,2.0,5.68,45.41,7.99,189.2,Low,,True
361,Sep,unknown,Fan,57.0,9.9,,50.79,406.3,8.0,,Medium,Autumn,False
999,,bedroom, Fan  ,79.0,17.5,3.0,124.42,995.4,8.0,4147.5,HIGH,,False
669,Oct,Bedroom,Computer,318.0,7.7,1.0.0,73.46,587.66,8.0,,medium,Autumn,False
980,October, Living Room  , Computer  ,345.0,8.4,1.0.0,86.94,695.52,8.0,,Med,,False
973,September,DINING ROOM,FAN,86.0,11.5,3.0,89.01,712.08,8.0,2967.0,Med,,False
 145 ,Aug,living room,Light,unknown,9.7,1.0,3.49,27.94,8.01,,low,Summer,False
65,Nov, Living Room  ,AC,902.0,6.4,3.0,519.55,4156.42,8.0,17318.4,high,Autumn,True
94,JAN,Bedroom, Computer  ,281.0,6.3,2.0,106.22,849.74,8.0,3540.6,High,,False
943,July, Kitchen  ,washing machine,700.0,1.4,1.0,29.4,235.2,8.0,980.0,Med,,True
674,Aug, Living Room  ,Fan,68.0,14.9,3.0,91.19,729.5,8.0,3039.6,medium,Summer,False
747,Jul,Bedroom,Heater,891.0,1.9,1.0,50.79,406.3,8.0,1692.9,medium,Summer,False
883,Dec,dining room,FAN,?,12.6,3.0.0,97.52,780.19,8.0,,Medium,Winter,False
395,Jun,LIVING ROOM,na,183.0,2.4,2.0,,210.82,,878.4,,Summer,False
605,Mar,Bedroom,AC,1600.0,,1.0,254.4,2035.2,8.0,,High,Spring,True
943,December,Bedroom,HEATER,1306.0,2.6,1.0,101.87,814.94,8.0,3395.6,High,,False
234,aug,BEDROOM,AC,1178.0,8.8,3.0,932.98,,,31099.2,HIGH,,True
781,Jul,Bathroom, Light  ,12.0,6.1,1.0,2.2,17.57,7.99,73.2,low,Summer,False
35,April,Bedroom,AC,1563.0,7.7,3.0,,8665.27,,36105.3,,,True
590,aug,Living Room,Light,18.0,9.0,3.0,14.58,116.64,8.0,486.0,low,,False
577,apr,dining room,LIGHT,22.0,5.4,3.0,10.69,85.54,8.0,356.4,low,,False
759,August,bedroom, Computer  ,250.0,5.8,1.0,43.5,348.0,8.0,1450.0,Med,,False
686,Sep, Living Room  ,AC,1717.0,9.0,3.0,1390.77,11126.16,8.0,46359.0,High,Autumn,True
506,Jun,Bedroom,AC,1430.0,5.8,1.0,248.82,1990.56,8.0,8294.0,high,Summer,True
482,Jul,living room,Fan,58.0,9.4,3.0,49.07,392.54,8.0,1635.6,Medium,Summer,False
849,Jan,BEDROOM,Light,3700.0,,2.0,15.32,122.54,8.0,,Low,Winter,False
308,September,Bedroom,AC,1895.0,9.2,2.0,1046.04,8368.32,8.0,34868.0,High,,True
868,aug,, Computer  ,266.0,3.9,3.0,93.37,746.93,8.0,3112.2,Med,,False
759,-,Bedroom, Fan  ,53.0,9.8,1.0,15.58,124.66,8.0,519.4,Low,,False
66,Dec,Bedroom,TV,100.0,3.7,1.0,11.1,88.8,8.0,370.0,Low,Winter,False
829,مش عارف,living room,TV,166.0,4.5,2.0,44.82,358.56,8.0,1494.0,medium,,False
442,March,Drawing Room,Light,28.0,6.2,1.0,5.21,41.66,8.0,173.6,low,,False
943,Jun,LIVING ROOM,,15.0,8.8,2.0,7.92,63.36,8.0,264.0,Low,Summer,
123,Feb,Bathroom,n/a,error,3.4,2.0,3.26,26.11,8.01,,low,Winter,False
210,Sep,Living Room,AC,924.0,5.0,1.0.0,138.6,1108.8,8.0,,HIGH,Autumn,True
214,March,Living Room, TV  ,179.0,2.1,2.0.0,22.55,180.43,8.0,,medium,,False
8,Jan,Kitchen,Light,33.0,7.1,3.0,21.09,168.7,8.0,702.9,Medium,Winter,False
452,Feb,Drawing Room, Computer  ,110.0,4.6,3.0.0,45.54,364.32,8.0,,medium,Winter,False
587,July,Kitchen,fan,71.0,9.5,2.0,40.47,323.76,8.0,1349.0,Med,,False
737,Oct,LIVING ROOM,TV,139.0,,1.0,,90.07,,,,Autumn,False
3,Jul, Drawing Room  ,TV,157.0,-,2.0,19.78,158.26,8.0,,low,Summer,False
458,July,living room,Computer,400.0,9.8,1.0,?,940.8,,3920.0,,,False
578,Dec,Bedroom, Heater  ,853.0,1.3,3.0.0,99.8,,,,Medium,Winter,False
589,Aug,Living Room,Light,15.0,3.6,1.0,1.62,12.96,8.0,54.0,low,Summer,False
385,Nov,living room,ac,-1741.0,4.6,1.0,240.26,1922.06,8.0,-8008.6,HIGH,Autumn,True
405,Aug,Kitchen,microwave,719.0,0.2,3.0,12.94,103.54,8.0,431.4,Low,Summer,True
787,jun,bedroom,Light,16.0,5.1,3.0,7.34,58.75,8.0,244.8,low,,False
922,Aug,Kitchen,fan,8800.0,10.5,3.0,83.16,665.28,8.0,277200.0,Med,Summer,False
825,November,KITCHEN,Fan,76.0,10.7,3.0,73.19,585.5,8.0,2439.6,Medium,,False
826,May,Dining_Room, Fan  ,56.0,14.4,3.0,72.58,580.61,8.0,2419.2,Med,Spring,False
423,December,bedroom,FAN,78.0,8.9,2.0,41.65,333.22,8.0,1388.4,Medium,,False
601,may, Living Room  ,light,13.0,7.4,1.0,2.89,23.09,7.99,96.2,low,,False
858,Jun,bedroom,LIGHT,31.0,7.3,1.0,6.79,,,226.3,low,Summer,False
960,Jul,Dining Room,fan,83.0,13.2,2.0,65.74,525.89,8.0,2191.2,Med,Summer,False
217,May,bedroom,AC,1458.0,9.2,2.0,804.82,6438.53,8.0,26827.2,High,Spring,True
929,December,Bathroom,washing machine,465.0,1.2,3.0,50.22,401.76,8.0,1674.0,Med,,True
807,Mar,BATHROOM, Washing Machine  ,640.0,1.3,1.0.0,24.96,199.68,8.0,,Medium,Spring,True
467,November,Drawing Room, AC  ,1598.0,5.1,1.0,244.49,1955.95,8.0,8149.8,HIGH,,True
532,Sep,Dining_Room,Fan,85.0,-8.7,3.0,,532.44,,-2218.5,,Autumn,False
354,Sep,Bathroom, Fan  ,57.0,10.7,1.0,18.3,146.38,8.0,609.9,low,Autumn,False
340,Apr,DINING ROOM,Light,,6.8,3.0,?,141.98,,,,Spring,False
606,Apr,bedroom,AC,1350.0,2.9,2.0,234.9,1879.2,8.0,7830.0,HIGH,Spring,True
667,MAY,DRAWING ROOM, Light  ,16.0,6.5,3.0,9.36,74.88,8.0,312.0,low,,False
345,Apr,drawing room,مش عارف,88.0,5.5,1.0,14.52,116.16,8.0,484.0,low,Spring,False
731,April,Kitchen,Microwave,1064.0,0.2,2.0,,102.14,,425.6,,,True
448,September,dining room,Fan,53.0,8.7,3.0,41.5,331.99,8.0,1383.3,Medium,,False
984,Jun,,Fan,-78.0,11.3,1.0,26.44,211.54,8.0,-881.4,Med,Summer,False
969,Nov, Bedroom  ,AC,941.0,9.0,1.0.0,254.07,2032.56,8.0,,HIGH,Autumn,True
336,June,living room,light,29.0,3.4,3.0,8.87,70.99,8.0,295.8,Low,,False
100,NOV,dining room,Light,39.0,6.8,2.0,15.91,127.3,8.0,530.4,Low,,False
231,May,kitchen, Microwave  ,742.0,0.2,,8.9,71.23,8.0,,low,Spring,True
573,Dec,BATHROOM,Light,36.0,4.3,1.0,4.64,37.15,8.01,154.8,low,Winter,False
354,August,Living_Room,AC,1668.0,7.3,2.0.0,730.58,5844.67,8.0,,HIGH,,True
450,May,Kitchen,FAN,8300.0,9.4,3.0,70.22,561.74,8.0,234060.0,Medium,Spring,False
834,mar, Living Room  ,Computer,,,2.0,54.06,432.48,8.0,,medium,,False
294,September,BATHROOM,Washing Machine,634.0,0.8,2.0,30.43,243.46,8.0,1014.4,medium,,True
964,Jul,Bedroom,Fan,67.0,7.6,3.0,45.83,366.62,8.0,1527.6,medium,Summer,False
676,Aug,DRAWING ROOM,Fan,70.0,11.5,3.0,72.45,579.6,8.0,2415.0,Medium,Summer,False
129,sep,Bathroom,not sure,50.0,15.0,2.0,45.0,360.0,8.0,1500.0,medium,,False
587,dec,Drawing_Room,TV,118.0,3.0,2.0,21.24,169.92,8.0,708.0,Med,,False
660,,Living Room,AC,1816.0,2.6,3.0,424.94,3399.55,8.0,14164.8,High,,True
122,Sep,Drawing Room,Light,28.0,8.6,1.0,7.22,57.79,8.0,240.8,Low,Autumn,False
557,Jun,kitchen,Light,24.0,4.9,2.0,7.06,56.45,8.0,235.2,Low,Summer,False
630,Aug,Bathroom,washing machine,612.0,1.2,2.0,44.06,352.51,8.0,1468.8,medium,Summer,True
274,Sep,living room,tv,74.0,4.7,2.0.0,20.87,166.94,8.0,,medium,Autumn,False
242,Aug, Kitchen  ,Microwave,1045.0,0.1,3.0,9.4,75.24,8.0,313.5,Low,Summer,True
117,Jun, Kitchen  ,Fan,71.0,1689.9999999999998,2.0,71.99,575.95,8.0,239980.0,Med,Summer,False
251,, Bathroom  ,LIGHT,15.0,4.0,3.0,5.4,43.2,8.0,180.0,Low,,False
460,Oct,LIVING ROOM,Computer,280.0,8.7,3.0,219.24,1753.92,8.0,7308.0,HIGH,Autumn,False
132,February,bedroom,Computer,184.0,7.0,1.0,38.64,309.12,8.0,1288.0,Medium,,False
321,Aug,Living_Room,ac,N/A,580.0,2.0,456.92,3655.39,8.0,,high,Summer,True
344,July,Living_Room,TV,87.0,3.6,3.0,28.19,225.5,8.0,939.6,medium,,False
352,November,bedroom,AC,1135.0,3.3,3.0,337.1,2696.76,8.0,11236.5,high,,True
571,Aug,Bathroom, Fan  ,51.0,6.4,3.0,,235.01,,979.2,,Summer,False
310,Mar,Drawing Room,Fan,77.0,8.9,2.0.0,41.12,328.94,8.0,,Med,Spring,False
624,Jun,Living_Room,fan,89.0,14.0,1.0,,299.04,,1246.0,,Summer,False
694,Aug,Drawing Room, Fan  ,90.0,10.0,1.0,27.0,216.0,8.0,900.0,medium,Summer,False
901,Dec,Bedroom,TV,110.0,2.7,3.0,26.73,213.84,8.0,891.0,medium,Winter,False
353,Aug,Dining Room,LIGHT,24.0,3.2,2.0,4.61,36.86,8.0,153.6,low,Summer,False
558,Dec,Kitchen, Fridge  ,205.0,21.0,3.0,387.45,3099.6,8.0,12915.0,High,Winter,True
880,Dec,Living_Room,TV,73.0,2.8,1.0.0,6.13,49.06,8.0,,Low,Winter,False
568,May,مجهول,FRIDGE,141.0,18.8,1.0,79.52,636.19,8.0,2650.8,medium,Spring,True
197,March,Bathroom, Washing Machine  ,729.0,1.4,3.0,91.85,734.83,8.0,3061.8,Med,,True
934,Sep,Living Room,FAN,50.0,17.0,3.0,76.5,612.0,8.0,2550.0,medium,Autumn,False
386,MAR,Drawing Room, Light  ,15.0,6.1,1.0,2.75,21.96,7.99,91.5,Low,,False
163,Aug,Bathroom,Washing Machine,702.0,1.9,2.0,80.03,640.22,8.0,2667.6,Med,Summer,True
227,Jun,Drawing Room, Computer  ,125.0,5.1,2.0,38.25,306.0,8.0,1275.0,Med,Summer,False
492,Jul,,TV,152.0,2.0,1.0,9.12,72.96,8.0,304.0,low,Summer,False
37,Jul,,Fan,74.0,6.6,1.0,14.65,117.22,8.0,488.4,Low,Summer,False
409,Aug,Living_Room,Computer,369.0,5.2,2.0,115.13,921.02,8.0,3837.6,high,Summer,False
483,January,Kitchen,,124.0,21.5,2.0.0,159.96,1279.68,8.0,,HIGH,,
863,JAN,LIVING ROOM,Light,24.0,3.3,2.0,4.75,38.02,8.0,158.4,Low,,False
721,Aug, Living Room  ,TV,7000.0,5.9,,24.78,198.24,8.0,,Medium,Summer,False
742,N/A,Living Room, AC  ,1374.0,3.8,3.0,469.91,3759.26,8.0,15663.6,high,,True
779,Aug,Dining Room,Fan,86.0,16.8,1.0,43.34,346.75,8.0,1444.8,Med,Summer,False
235,Nov,bedroom,COMPUTER,369.0,8.0,1.0,88.56,708.48,8.0,2952.0,Med,Autumn,False
780,Oct,DRAWING ROOM,tv,105.0,4.1,2.0,25.83,206.64,8.0,861.0,medium,Autumn,False
7,Jul,Bathroom,Light,33.0,4.9,1.0,4.85,38.81,8.0,161.7,Low,Summer,False
489,January,Bedroom,Fan,88.0,13.7,2.0,72.34,578.69,8.0,2411.2,Med,,False
273,April,Drawing Room,TV,142.0,6.0,3.0,76.68,613.44,8.0,2556.0,medium,,False
48,January,Living Room,Computer,297.0,9.8,1.0,87.32,698.54,8.0,2910.6,Med,,False
478,Jun,Living_Room,Light,11.0,8.7,2.0,5.74,45.94,8.0,191.4,low,Summer,False
93,April,living room,Computer,391.0,4.5,1.0,52.78,422.28,8.0,1759.5,Med,,False
646,Sep,BEDROOM, AC  ,1487.0,7.3,1.0,,2605.22,,10855.1,,Autumn,True
515,Aug,Drawing_Room,TV,180.0,3.2,1.0,17.28,138.24,8.0,576.0,Low,Summer,False
488,May, Kitchen  ,Microwave,1055.0,0.2,1.0,6.33,50.64,8.0,211.0,Low,Spring,True
468,Oct, Kitchen  ,Washing Machine,-701.0,1.9,3.0,119.87,958.97,8.0,-3995.7,High,Autumn,True
824,Jun,Drawing Room, TV  ,135.0,2.5,1.0.0,10.12,81.0,8.0,,low,Summer,False
88,Aug,Drawing Room,Computer,359.0,,2.0,107.7,861.6,8.0,,High,Summer,False
798,Jul, Drawing Room  ,AC,1445.0,4.6,2.0,398.82,3190.56,8.0,13294.0,High,Summer,True
716,Mar,living room,AC,1573.0,2.9,2.0.0,273.7,2189.62,8.0,,HIGH,Spring,True
726,, Living Room  ,COMPUTER,344.0,5.0,1.0,51.6,412.8,8.0,1720.0,Medium,,False
494,jan,Bathroom,HEATER,81100.0,1.1,2.0.0,53.53,428.21,8.0,,Med,,False
122,apr, Drawing Room  ,fan,53.0,9.1,3.0,43.41,347.26,8.0,1446.9,Medium,,False
250,May,Living Room,TV,153.0,2.8,3.0,38.56,308.45,8.0,1285.2,Med,Spring,False
642,Dec,Living Room,ac,1349.0,2.5,3.0,303.52,2428.2,8.0,10117.5,high,Winter,True
892,may,Kitchen,Washing Machine,498.0,2.0,2.0,59.76,478.08,8.0,1992.0,Med,,True
551,mar,Dining Room,Light,27.0,6.2,3.0.0,15.07,120.53,8.0,,low,,False
415,October,,unknown,1715.0,2.0,2.0.0,205.8,1646.4,8.0,,High,,False
586,APR,Kitchen,Fan,84.0,7.3,2.0,36.79,294.34,8.0,1226.4,Med,,False
294,August,,Fan,73.0,14.5,1.0,error,254.04,,1058.5,,,False
167,feb,Living Room,ac,1984.0,9.2,3.0,1642.75,13142.02,8.0,54758.4,HIGH,,True
545,Jun,,TV,83.0,3.8,2.0,18.92,,,630.8,low,Summer,False
145,April,Kitchen,fan,83.0,11.2,1.0,27.89,223.1,8.0,929.6,Med,,False
19,Jun,Living Room,LIGHT,22.0,3.9,1.0,2.57,20.59,8.01,85.8,Low,Summer,False
697,Oct,bedroom,tv,107.0,4.8,2.0,30.82,,,1027.2,Med,Autumn,False
345,Dec,Living Room,AC,1081.0,7.5,2.0,486.45,3891.6,8.0,16215.0,High,Winter,True
93,April,living room,Computer,391.0,4.5,1.0,52.78,422.28,8.0,1759.5,Medium,,False
889,Aug,dining room,FAN,64.0,17.6,3.0,101.38,811.01,8.0,3379.2,High,Summer,False
 942 ,May,Kitchen,Light,33.0,?,2.0,13.07,104.54,8.0,,low,Spring,False
70,Oct,Bathroom,Heater,1302.0,3.8,2.0,296.86,2374.85,8.0,9895.2,High,Autumn,False
394,Dec,Bedroom,Fan,58.0,16.1,2.0.0,,448.22,,,,Winter,False
736,Feb,Dining Room,,72.0,14.5,3.0,93.96,751.68,8.0,3132.0,Medium,Winter,
205,May,Living Room,Light,28.0,5.6,2.0,9.41,75.26,8.0,313.6,Low,Spring,False
150,Apr,Kitchen,Washing Machine,739.0,N/A,2.0,35.47,283.78,8.0,,Medium,Spring,True
133,Jun,Living_Room, Light  ,16.0,5.0,2.0,4.8,38.4,8.0,160.0,Low,Summer,False
232,Feb,Living Room,Fan,68.0,10.8,1.0,22.03,176.26,8.0,734.4,Medium,Winter,False
561,mar,Kitchen,Washing_Machine,456.0,1.3,3.0,53.35,426.82,8.0,1778.4,Medium,,True
806,dec,Bedroom, Heater  ,1204.0,1.1,3.0.0,0.1192,953.57,7999.75,,low,,False
787,apr,bathroom,Heater,1007.0,1.7,1.0,51.36,410.86,8.0,1711.9,Medium,,False
599,jul, Bedroom  ,ac,1900.0,3.4,3.0,581.4,4651.2,8.0,19380.0,high,,True
241,sep,Drawing_Room,Light,38.0,9.5,2.0,21.66,173.28,8.0,722.0,medium,,False
934,Jan,BEDROOM,ac,1093.0,680.0,1.0,222.97,1783.78,8.0,743240.0,High,Winter,True
16,November,Dining Room,Light,33.0,9.5,3.0,28.21,225.72,8.0,940.5,Medium,,False
796,August,Bedroom,ac,1311.0,9.3,1.0,365.77,2926.15,8.0,12192.3,high,,True
871,Mar,kitchen,Light,?,9.2,3.0,9.94,79.49,8.0,,Low,Spring,False
273,feb, Drawing Room  ,fan,77.0,7.5,3.0,51.98,415.8,8.0,1732.5,Med,,False
861,Jul,DRAWING ROOM,LIGHT,38.0,3.4,1.0.0,3.88,31.01,7.99,,Low,Summer,False
93,Oct,living room,ac,1245.0,6.3,2.0,470.61,3764.88,8.0,15687.0,High,Autumn,True
295,Apr,bathroom,fan,75.0,11.2,2.0,50.4,403.2,8.0,1680.0,medium,Spring,False
998,Dec,KITCHEN,FRIDGE,133.0,23.8,1.0,94.96,759.7,8.0,3165.4,Med,Winter,True
329,jul,Bedroom,TV,106.0,2.1,2.0,13.36,106.85,8.0,445.2,Low,,False
323,Nov, Kitchen  ,FAN,66.0,8.8,2.0,34.85,278.78,8.0,1161.6,Med,Autumn,False
919,Nov,kitchen, Microwave  ,651.0,0.2,3.0,11.72,93.74,8.0,390.6,low,Autumn,True
100,Nov,Drawing_Room,Computer,180.0,6.6,1.0,35.64,285.12,8.0,1188.0,medium,Autumn,False
21,March,,LIGHT,38.0,3.1,3.0,10.6,84.82,8.0,353.4,low,,False
184,,Drawing Room, AC  ,1357.0,8.4,3.0,1025.89,8207.14,8.0,34196.4,high,,True
437,Aug,BEDROOM,AC,1145.0,6.3,150.0,649.22,5193.72,8.0,1082025.0,High,Summer,True
821,Dec,Bedroom,light,29.0,7.9,1.0,6.87,54.98,8.0,229.1,low,Winter,False
116,April,Kitchen,?,252.0,23.3,1.0,176.15,1409.18,8.0,5871.6,high,,False
94,Nov,Living Room,AC,1731.0,2.1,2.0,218.11,1744.85,8.0,7270.2,high,Autumn,True
724,Jan,Drawing Room,Fan,75.0,16.4,1.0,36.9,295.2,8.0,1230.0,Medium,Winter,False
 299 ,Jul,Bedroom,Heater,1078.0,2.2,2.0,142.3,1138.37,8.0,4743.2,high,Summer,False
628,MAR,Drawing Room, AC  ,1399.0,3.2,1.0,134.3,1074.43,8.0,4476.8,High,,True
301,Apr,BEDROOM, Fan  ,59.0,7.1,2.0,25.13,201.07,8.0,837.8,Medium,Spring,False
818,Jul,BATHROOM,Light,34.0,,3.0,10.1,80.78,8.0,,Low,Summer,False
822,Jul,Bedroom,TV,175.0,4.9,2.0,51.45,411.6,8.0,1715.0,Med,Summer,False
448,November, Kitchen  ,Fridge,154.0,23.3,3.0,322.94,2583.5,8.0,10764.6,high,,True
574,jul,Drawing Room, Fan  ,60.0,?,2.0,47.88,383.04,8.0,,Med,,False
930,Oct,LIVING ROOM,AC,1255.0,7.7,2.0,579.81,4638.48,8.0,19327.0,high,Autumn,True
22,Aug, Dining Room  , Fan  ,86.0,7.7,2.0,39.73,317.86,8.0,1324.4,Med,Summer,False
483,Jul,Dining_Room,FAN,84.0,,3.0,80.89,647.14,8.0,,medium,Summer,False
827,Mar,BEDROOM,HEATER,1382.0,2.2,2.0,182.42,1459.39,8.0,6080.8,high,Spring,False
229,Jun,DINING ROOM,Fan,63.0,6.1,,34.59,276.7,8.0,,medium,Summer,False
433,Feb, Kitchen  ,fridge,184.0,21.6,3.0,357.7,2861.57,8.0,11923.2,high,Winter,True
355,Aug,DRAWING ROOM,COMPUTER,329.0,3.4,2.0.0,67.12,536.93,8.0,,Medium,Summer,False
669,September, Bedroom  ,Unknown,29.0,4.1,1.0,3.57,28.54,7.99,118.9,low,,False
623,October,LIVING ROOM, Computer  ,174.0,9.8,2.0,102.31,818.5,8.0,3410.4,High,,False
244,Jun,Living_Room, Fan  ,78.0,17.6,2.0,82.37,658.94,8.0,2745.6,medium,Summer,False
413,Dec,bathroom,Heater,987.0,2.9,2.0,171.74,1373.9,8.0,5724.6,high,Winter,False
497,Dec,Dining Room, Fan  ,69.0,7.9,2.0,32.71,261.65,8.0,1090.2,medium,Winter,False
376,Feb,Drawing Room, Fan  ,52.0,N/A,1.0.0,26.21,209.66,8.0,,Medium,Winter,False
519,September,Kitchen,Light,37.0,4.3,1.0,4.77,38.18,8.0,159.1,Low,,False
819,June,Bedroom,Fan,61.0,15.9,2.0,58.19,465.55,8.0,1939.8,medium,,False
409,Oct,Bedroom,TV,66.0,5.2,3.0,30.89,247.1,8.0,1029.6,medium,Autumn,False
955,Sep, Bedroom  ,Heater,905.0,2.4,1.0,65.16,521.28,8.0,2172.0,Medium,Autumn,False
59,Jan, Bedroom  ,,16.0,9.0,1.0,4.32,34.56,8.0,144.0,Low,Winter,
44,Dec,,LIGHT,17.0,10.0,1.0,5.1,40.8,8.0,170.0,low,Winter,False
570,May,Kitchen,MICROWAVE,error,0.2,100.0,9.71,77.66,8.0,,Low,Spring,True
752,May,Dining Room,,77.0,13.1,2.0,60.52,484.18,8.0,2017.4,Med,Spring,
537,Apr,Kitchen,Microwave,unknown,0.5,3.0,49.41,395.28,8.0,,medium,Spring,True
898,Oct,Drawing_Room,AC,1847.0,,1.0,504.23,4033.85,8.0,,High,Autumn,True
170,Aug,KITCHEN,MICROWAVE,975.0,0.3,2.0,17.55,140.4,8.0,585.0,low,Summer,True
692,Jun,dining room, Light  ,14.0,6.8,3.0,8.57,68.54,8.0,285.6,low,Summer,False
221,,Bedroom,HEATER,,3.2,3.0,256.32,2050.56,8.0,,high,,False
904,Oct, Kitchen  , Fan  ,,unknown,3.0,33.05,264.38,8.0,,medium,Autumn,False
739,Apr,Drawing Room,AC,1410.0,4.7,3.0,596.43,4771.44,8.0,19881.0,High,Spring,True
4,Apr,BATHROOM,Fan,52.0,1060.0,2.0.0,33.07,264.58,8.0,,Med,Spring,False
352,Nov,not sure,Fan,73.0,15.7,3.0,103.15,825.19,8.0,3438.3,high,Autumn,False
582,November,KITCHEN,LIGHT,29.0,9.7,1.0,8.44,67.51,8.0,281.3,low,,False
111,Apr,Kitchen,Fridge,123.0,20.3,3.0.0,224.72,1797.77,8.0,,high,Spring,True
981,December,Kitchen,light,17.0,5.3,3.0.0,8.11,64.87,8.0,,low,,False
181,Jan, Drawing Room  ,tv,107.0,2.2,,21.19,169.49,8.0,,Med,Winter,False
489,Oct,Bedroom,Fan,86.0,13.2,3.0,102.17,,,3405.6,HIGH,Autumn,False
347,May,LIVING ROOM, TV  ,17800.0,5.2,2.0,55.54,444.29,8.0,185120.0,medium,Spring,False
297,Dec,LIVING ROOM,computer,?,3.7,2.0,73.04,584.3,8.0,,Med,Winter,False
675,Feb,Living Room,Fan,87.0,14.0,1.0,36.54,292.32,8.0,1218.0,Med,Winter,False
170,Nov,Kitchen,LIGHT,-18.0,6.5,,3.51,28.08,8.0,,low,Autumn,False
673,October,Bedroom,Light,20.0,9.0,1.0,5.4,43.2,8.0,180.0,Low,,False
443,April,-,Fridge,278.0,18.3,1.0,152.62,1220.98,8.0,5087.4,High,,True
375,Feb,Dining Room,Light,33.0,5.7,1.0,5.64,45.14,8.0,188.1,Low,Winter,False
982,Sep,living room,FAN,unknown,10.8,2.0,52.49,419.9,8.0,,Medium,Autumn,False
280,Apr,,Microwave,655.0,0.4,3.0,23.58,188.64,8.0,786.0,Med,Spring,True
805,May,living room,AC,1574.0,2.1,2.0,198.32,1586.59,8.0,6610.8,High,Spring,True
755,November,living room,Fan,80.0,13.2,2.0,63.36,506.88,8.0,2112.0,Medium,,False
542,Apr, Bedroom  ,,-70.0,4.6,1.0,9.66,77.28,8.0,-322.0,Low,Spring,
870,FEB,Bathroom,WASHING MACHINE,547.0,0.6,3.0,29.54,236.3,8.0,984.6,Med,,True
699,sep,Kitchen, Washing Machine  ,563.0,0.6,1.0,10.13,81.07,8.0,337.8,Low,,True
937,Jul,Bedroom,Fan,55.0,17.6,3.0.0,87.12,696.96,8.0,,Medium,Summer,False
22,Nov,LIVING ROOM, AC  ,1800.0,3.5,3.0,567.0,4536.0,8.0,18900.0,HIGH,Autumn,True
641,Mar,Kitchen,Washing Machine,541.0,0.9,3.0,43.82,350.57,8.0,1460.7,Medium,Spring,True
294,August,Living Room,LIGHT,31.0,5.2,1.0,4.84,38.69,7.99,161.2,low,,False
359,Apr, Bedroom  ,tv,198.0,4.5,3.0,80.19,641.52,8.0,2673.0,Med,Spring,False
719,Mar,BEDROOM,TV,63.0,5.1,3.0,28.92,231.34,8.0,963.9,Medium,Spring,False
960,December,Living Room,LIGHT,26.0,3.0,1.0,2.34,18.72,8.0,78.0,low,,False
615,Nov,Drawing Room,AC,942.0,9.2,3.0,779.98,6239.81,8.0,25999.2,HIGH,Autumn,True
203,Jun,Kitchen,Fridge,182.0,20.9,3.0,342.34,2738.74,8.0,11411.4,High,Summer,True
34,Mar,Bedroom,HEATER,1119.0,1.7,,171.21,1369.66,8.0,,High,Spring,False
975,Oct,BEDROOM,Light,22.0,7.2,1.0,4.75,38.02,8.0,158.4,low,Autumn,False
918,Apr,Bedroom, Heater  ,872.0,2.0,1.0,52.32,418.56,8.0,1744.0,medium,Spring,False
714,jun,Living Room,Computer,361.0,5.5,3.0,178.69,1429.56,8.0,5956.5,HIGH,,False
858,Jul,Dining Room,LIGHT,34.0,8.1,2.0,16.52,132.19,8.0,550.8,low,Summer,False
919,Oct,living room,Fan,74.0,7.7,3.0,51.28,410.26,8.0,1709.4,Med,Autumn,False
858,Feb,Living Room,fan,70.0,16.8,2.0,70.56,564.48,8.0,2352.0,Med,Winter,False
671,Dec,Drawing_Room,Fan,86.0,6.1,2.0,31.48,251.81,8.0,1049.2,medium,Winter,False
142,August,,Light,22.0,4.0,2.0,5.28,,,176.0,low,,False
858,Apr,dining room, Fan  ,,16.6,2.0,66.73,533.86,8.0,,medium,Spring,False
988,November, Drawing Room  , Light  ,40.0,3.7,3.0,0.01332,106560.0,8000000.0,444.0,Low,,False
26,Jan,Living_Room,fan,89.0,14.4,1.0,38.45,307.58,8.0,1281.6,medium,Winter,False
246,jun,bedroom,HEATER,868.0,1.5,1.0,39.06,312.48,8.0,1302.0,medium,,False
277,Mar,Drawing Room,TV,104.0,2.8,2.0,17.47,139.78,8.0,582.4,Low,Spring,False
182,DEC,LIVING ROOM,COMPUTER,141.0,7.7,3.0,97.71,781.7,8.0,3257.1,Med,,False
630,January,KITCHEN,light,10.0,8.7,3.0,7.83,62.64,8.0,261.0,low,,False
670,Apr,living room,TV,-82.0,5.6,3.0,41.33,330.62,8.0,-1377.6,medium,Spring,False
361,May,Bathroom,Fan,55.0,16.3,2.0,?,430.32,,1793.0,,Spring,False
928,Apr,,TV,131.0,3.3,1.0,12.97,103.75,8.0,432.3,Low,Spring,False
467,sep,Dining Room,fan,52.0,17.4,1.0,27.14,217.15,8.0,904.8,Medium,,False
71,April, Drawing Room  ,TV,,4.7,1.0.0,18.33,146640.0,8000.0,,low,,False
